image_id,dataset,model,method,metric,value,time_ms
CHNCXR_0259_0,chncxr_shenzhen,vgg16,fourier_shap,insertion_auc,0.010097332417748435,
CHNCXR_0259_0,chncxr_shenzhen,vgg16,fourier_shap,deletion_auc,0.006610093621815115,
CHNCXR_0259_0,chncxr_shenzhen,vgg16,fourier_shap,stability_cosine,0.5908075277401301,
CHNCXR_0310_0,chncxr_shenzhen,vgg16,fourier_shap,attribution_wall_sec,1.0039689690001978,
CHNCXR_0310_0,chncxr_shenzhen,vgg16,fourier_shap,insertion_auc,0.006519908332420551,
CHNCXR_0310_0,chncxr_shenzhen,vgg16,fourier_shap,deletion_auc,0.0060348564623716305,
CHNCXR_0310_0,chncxr_shenzhen,vgg16,fourier_shap,stability_cosine,0.9524685922627428,
CHNCXR_0008_0,chncxr_shenzhen,densenet121,ma_gig,attribution_wall_sec,4.4094168709998485,
CHNCXR_0008_0,chncxr_shenzhen,densenet121,ma_gig,insertion_auc,0.10534859869343124,
CHNCXR_0008_0,chncxr_shenzhen,densenet121,ma_gig,deletion_auc,0.4004215723234169,
CHNCXR_0008_0,chncxr_shenzhen,densenet121,ma_gig,stability_cosine,0.002984512653055786,
CHNCXR_0047_0,chncxr_shenzhen,densenet121,ma_gig,attribution_wall_sec,4.447389072999613,
CHNCXR_0047_0,chncxr_shenzhen,densenet121,ma_gig,insertion_auc,0.002343396268535739,
CHNCXR_0047_0,chncxr_shenzhen,densenet121,ma_gig,deletion_auc,0.0023255384368414296,
CHNCXR_0047_0,chncxr_shenzhen,densenet121,ma_gig,stability_cosine,0.001145754488155089,
CHNCXR_0089_0,chncxr_shenzhen,densenet121,ma_gig,attribution_wall_sec,4.409839693000322,
CHNCXR_0089_0,chncxr_shenzhen,densenet121,ma_gig,insertion_auc,0.0032454973542081307,
CHNCXR_0089_0,chncxr_shenzhen,densenet121,ma_gig,deletion_auc,0.003436586519580123,
CHNCXR_0089_0,chncxr_shenzhen,densenet121,ma_gig,stability_cosine,0.006883160135481567,
CHNCXR_0186_0,chncxr_shenzhen,densenet121,ma_gig,attribution_wall_sec,4.389475598999525,
CHNCXR_0186_0,chncxr_shenzhen,densenet121,ma_gig,insertion_auc,0.005412842671159135,
CHNCXR_0186_0,chncxr_shenzhen,densenet121,ma_gig,deletion_auc,0.00538979174859219,
CHNCXR_0186_0,chncxr_shenzhen,densenet121,ma_gig,stability_cosine,0.010499540449257402,
CHNCXR_0210_0,chncxr_shenzhen,densenet121,ma_gig,attribution_wall_sec,4.3791632020002,
CHNCXR_0210_0,chncxr_shenzhen,densenet121,ma_gig,insertion_auc,0.31908301510387016,
CHNCXR_0210_0,chncxr_shenzhen,densenet121,ma_gig,deletion_auc,0.6024919978276615,
CHNCXR_0210_0,chncxr_shenzhen,densenet121,ma_gig,stability_cosine,-0.0005158107060814557,
CHNCXR_0230_0,chncxr_shenzhen,densenet121,ma_gig,attribution_wall_sec,4.385319686999537,
CHNCXR_0230_0,chncxr_shenzhen,densenet121,ma_gig,insertion_auc,0.006049926033671049,
CHNCXR_0230_0,chncxr_shenzhen,densenet121,ma_gig,deletion_auc,0.008977862540950381,
CHNCXR_0230_0,chncxr_shenzhen,densenet121,ma_gig,stability_cosine,0.008703676235758673,
CHNCXR_0259_0,chncxr_shenzhen,densenet121,ma_gig,attribution_wall_sec,4.387684801999967,
CHNCXR_0259_0,chncxr_shenzhen,densenet121,ma_gig,insertion_auc,0.07719555368847315,
CHNCXR_0259_0,chncxr_shenzhen,densenet121,ma_gig,deletion_auc,0.014572557975895392,
CHNCXR_0259_0,chncxr_shenzhen,densenet121,ma_gig,stability_cosine,0.0028667781934536025,
CHNCXR_0310_0,chncxr_shenzhen,densenet121,ma_gig,attribution_wall_sec,4.398348658999566,
CHNCXR_0310_0,chncxr_shenzhen,densenet121,ma_gig,insertion_auc,0.009163509059557965,
CHNCXR_0310_0,chncxr_shenzhen,densenet121,ma_gig,deletion_auc,0.009181927688713615,
CHNCXR_0310_0,chncxr_shenzhen,densenet121,ma_gig,stability_cosine,0.0012754530814121528,
CHNCXR_0008_0,chncxr_shenzhen,densenet121,fourier_shap,attribution_wall_sec,0.6505492300002516,
CHNCXR_0008_0,chncxr_shenzhen,densenet121,fourier_shap,insertion_auc,0.11894446899300817,
CHNCXR_0008_0,chncxr_shenzhen,densenet121,fourier_shap,deletion_auc,0.004050562972997108,
CHNCXR_0008_0,chncxr_shenzhen,densenet121,fourier_shap,stability_cosine,0.8975841103556834,
CHNCXR_0047_0,chncxr_shenzhen,densenet121,fourier_shap,attribution_wall_sec,0.6842076299999462,
CHNCXR_0047_0,chncxr_shenzhen,densenet121,fourier_shap,insertion_auc,0.0023338885360136186,
CHNCXR_0047_0,chncxr_shenzhen,densenet121,fourier_shap,deletion_auc,0.0025961747638931364,
CHNCXR_0047_0,chncxr_shenzhen,densenet121,fourier_shap,stability_cosine,0.9538443347637474,
CHNCXR_0089_0,chncxr_shenzhen,densenet121,fourier_shap,attribution_wall_sec,0.6560214009996344,
CHNCXR_0089_0,chncxr_shenzhen,densenet121,fourier_shap,insertion_auc,0.04361313300405028,
CHNCXR_0089_0,chncxr_shenzhen,densenet121,fourier_shap,deletion_auc,0.03159077666533467,
CHNCXR_0089_0,chncxr_shenzhen,densenet121,fourier_shap,stability_cosine,0.6329281759823171,
CHNCXR_0186_0,chncxr_shenzhen,densenet121,fourier_shap,attribution_wall_sec,0.6579543240004568,
CHNCXR_0186_0,chncxr_shenzhen,densenet121,fourier_shap,insertion_auc,0.005428671042054545,
CHNCXR_0186_0,chncxr_shenzhen,densenet121,fourier_shap,deletion_auc,0.0054009821491959814,
CHNCXR_0186_0,chncxr_shenzhen,densenet121,fourier_shap,stability_cosine,0.957752276079501,
CHNCXR_0210_0,chncxr_shenzhen,densenet121,fourier_shap,attribution_wall_sec,0.6616008700002567,
CHNCXR_0210_0,chncxr_shenzhen,densenet121,fourier_shap,insertion_auc,0.043574480254859674,
CHNCXR_0210_0,chncxr_shenzhen,densenet121,fourier_shap,deletion_auc,0.012517425588119796,
CHNCXR_0210_0,chncxr_shenzhen,densenet121,fourier_shap,stability_cosine,0.9539961708195634,
CHNCXR_0230_0,chncxr_shenzhen,densenet121,fourier_shap,attribution_wall_sec,0.659804905000783,
CHNCXR_0230_0,chncxr_shenzhen,densenet121,fourier_shap,insertion_auc,0.01676724093064804,
CHNCXR_0230_0,chncxr_shenzhen,densenet121,fourier_shap,deletion_auc,0.030787603194274173,
CHNCXR_0230_0,chncxr_shenzhen,densenet121,fourier_shap,stability_cosine,0.9657886054488494,
CHNCXR_0259_0,chncxr_shenzhen,densenet121,fourier_shap,attribution_wall_sec,0.6480672500001674,
CHNCXR_0259_0,chncxr_shenzhen,densenet121,fourier_shap,insertion_auc,0.45730736130306493,
CHNCXR_0259_0,chncxr_shenzhen,densenet121,fourier_shap,deletion_auc,0.058887297213539545,
CHNCXR_0259_0,chncxr_shenzhen,densenet121,fourier_shap,stability_cosine,0.9170970582996438,
CHNCXR_0310_0,chncxr_shenzhen,densenet121,fourier_shap,attribution_wall_sec,0.6559445900002174,
CHNCXR_0310_0,chncxr_shenzhen,densenet121,fourier_shap,insertion_auc,0.009405975245696046,
CHNCXR_0310_0,chncxr_shenzhen,densenet121,fourier_shap,deletion_auc,0.00949165019468388,
CHNCXR_0310_0,chncxr_shenzhen,densenet121,fourier_shap,stability_cosine,0.9460046317009418,
