dataset,model,image_id,target,n_samples,time_ms,map_min,map_max,peak_memory_mib,reference_n_samples,spearman_to_reference,top10_jaccard_to_reference,degenerate
imagenet,resnet50,ILSVRC2012_val_00012132,17,64,98.41948199982653,0.0,1.0,287.71240234375,2048,0.3298979591836735,0.25,False
imagenet,resnet50,ILSVRC2012_val_00000140,558,64,98.03478699996049,0.0,1.0,287.71240234375,2048,0.31520408163265307,0.25,False
imagenet,resnet50,ILSVRC2012_val_00031295,237,64,99.19308899998214,0.0,1.0,287.71240234375,2048,0.3268367346938776,0.1111111111111111,False
imagenet,resnet50,ILSVRC2012_val_00004300,330,64,98.14802200003214,0.0,1.0,287.71240234375,2048,0.1966326530612245,0.1111111111111111,False
imagenet,resnet50,ILSVRC2012_val_00007011,140,64,98.00488299993049,0.0,1.0,287.71240234375,2048,0.1712244897959184,0.0,False
imagenet,resnet50,ILSVRC2012_val_00008228,381,64,99.82049999985065,0.0,1.0,287.71240234375,2048,0.3536734693877551,0.1111111111111111,False
imagenet,resnet50,ILSVRC2012_val_00016006,732,64,100.17264500015699,0.0,1.0,287.71240234375,2048,0.26857142857142857,0.25,False
imagenet,resnet50,ILSVRC2012_val_00023543,254,64,98.38750600010826,0.0,1.0,287.71240234375,2048,0.2574489795918367,0.0,False
imagenet,resnet50,ILSVRC2012_val_00023347,89,64,98.09685699997317,0.0,1.0,287.71240234375,2048,0.22285714285714286,0.25,False
imagenet,resnet50,ILSVRC2012_val_00011253,363,64,98.0791560000398,0.0,1.0,287.71240234375,2048,0.36836734693877554,0.25,False
imagenet,resnet50,ILSVRC2012_val_00012132,17,128,192.71868700002415,0.0,1.0,287.98779296875,2048,0.26275510204081637,0.42857142857142855,False
imagenet,resnet50,ILSVRC2012_val_00000140,558,128,193.35505100002592,0.0,1.0,287.98779296875,2048,0.4170408163265306,0.25,False
imagenet,resnet50,ILSVRC2012_val_00031295,237,128,192.72688000000926,0.0,1.0,287.98779296875,2048,0.31928571428571434,0.42857142857142855,False
imagenet,resnet50,ILSVRC2012_val_00004300,330,128,192.85723300004065,0.0,1.0,287.98779296875,2048,0.21714285714285714,0.25,False
imagenet,resnet50,ILSVRC2012_val_00007011,140,128,192.73228699989886,0.0,1.0,287.98779296875,2048,0.30153061224489797,0.25,False
imagenet,resnet50,ILSVRC2012_val_00008228,381,128,193.11113300000216,0.0,1.0,287.98779296875,2048,0.4021428571428571,0.25,False
imagenet,resnet50,ILSVRC2012_val_00016006,732,128,193.54655899996942,0.0,1.0,287.98779296875,2048,0.24948979591836734,0.1111111111111111,False
imagenet,resnet50,ILSVRC2012_val_00023543,254,128,192.78639499998462,0.0,1.0,287.98779296875,2048,0.4669387755102041,0.42857142857142855,False
imagenet,resnet50,ILSVRC2012_val_00023347,89,128,192.68091800017828,0.0,1.0,287.98779296875,2048,0.18183673469387757,0.25,False
imagenet,resnet50,ILSVRC2012_val_00011253,363,128,192.79471999993802,0.0,1.0,287.98779296875,2048,0.3502040816326531,0.0,False
imagenet,resnet50,ILSVRC2012_val_00012132,17,256,384.20288900010746,0.0,1.0,288.53857421875,2048,0.41428571428571437,0.6666666666666666,False
imagenet,resnet50,ILSVRC2012_val_00000140,558,256,384.03168700006063,0.0,1.0,288.53857421875,2048,0.49673469387755104,0.25,False
imagenet,resnet50,ILSVRC2012_val_00031295,237,256,386.37159400013843,0.0,1.0,288.53857421875,2048,0.36153061224489796,0.42857142857142855,False
imagenet,resnet50,ILSVRC2012_val_00004300,330,256,384.67654100008986,0.0,1.0,288.53857421875,2048,0.5218367346938776,0.6666666666666666,False
imagenet,resnet50,ILSVRC2012_val_00007011,140,256,385.0321810000423,0.0,1.0,288.53857421875,2048,0.13938775510204082,0.25,False
imagenet,resnet50,ILSVRC2012_val_00008228,381,256,384.8387929999717,0.0,1.0,288.53857421875,2048,0.3505102040816327,0.25,False
imagenet,resnet50,ILSVRC2012_val_00016006,732,256,384.61088000008203,0.0,1.0,288.53857421875,2048,0.1946938775510204,0.25,False
imagenet,resnet50,ILSVRC2012_val_00023543,254,256,386.4176330000646,0.0,1.0,288.53857421875,2048,0.4513265306122449,0.42857142857142855,False
imagenet,resnet50,ILSVRC2012_val_00023347,89,256,384.2137869999078,0.0,1.0,288.53857421875,2048,0.27877551020408164,0.25,False
imagenet,resnet50,ILSVRC2012_val_00011253,363,256,384.90277400001105,0.0,1.0,288.53857421875,2048,0.44051020408163266,0.25,False
imagenet,resnet50,ILSVRC2012_val_00012132,17,512,763.8046770000528,0.0,1.0,289.64013671875,2048,0.5568367346938776,0.42857142857142855,False
imagenet,resnet50,ILSVRC2012_val_00000140,558,512,764.4362449998425,0.0,1.0,289.64013671875,2048,0.7386734693877551,0.6666666666666666,False
imagenet,resnet50,ILSVRC2012_val_00031295,237,512,764.1650169998684,0.0,1.0,289.64013671875,2048,0.5336734693877551,0.42857142857142855,False
imagenet,resnet50,ILSVRC2012_val_00004300,330,512,764.1969869998775,0.0,1.0,289.64013671875,2048,0.8181632653061225,0.6666666666666666,False
imagenet,resnet50,ILSVRC2012_val_00007011,140,512,763.9247629999772,0.0,1.0,289.64013671875,2048,0.40163265306122453,0.1111111111111111,False
imagenet,resnet50,ILSVRC2012_val_00008228,381,512,762.9968379999355,0.0,1.0,289.64013671875,2048,0.47632653061224495,0.42857142857142855,False
imagenet,resnet50,ILSVRC2012_val_00016006,732,512,760.4401810001491,0.0,1.0,289.64013671875,2048,0.4466326530612245,0.1111111111111111,False
imagenet,resnet50,ILSVRC2012_val_00023543,254,512,760.8061680000446,0.0,1.0,289.64013671875,2048,0.6560204081632652,0.6666666666666666,False
imagenet,resnet50,ILSVRC2012_val_00023347,89,512,768.6960399998952,0.0,1.0,289.64013671875,2048,0.3998979591836735,0.25,False
imagenet,resnet50,ILSVRC2012_val_00011253,363,512,765.528101999962,0.0,1.0,289.64013671875,2048,0.7044897959183672,0.25,False
imagenet,resnet50,ILSVRC2012_val_00012132,17,1024,1526.250336999965,0.0,1.0,291.84326171875,2048,0.8071428571428572,1.0,False
imagenet,resnet50,ILSVRC2012_val_00000140,558,1024,1526.6496679998909,0.0,1.0,291.84326171875,2048,0.9104081632653062,0.6666666666666666,False
imagenet,resnet50,ILSVRC2012_val_00031295,237,1024,1526.5499360000376,0.0,1.0,291.84326171875,2048,0.84,0.6666666666666666,False
